price;qty;side;trade_time
41.045;15;buy;09:27:15.272
41.045;1;buy;09:27:20.435
41.04;2;buy;09:28:01.828
41.025;18;sell;09:28:16.557
41.025;1;sell;09:28:30.509
41.045;23;buy;09:28:39.345
41.025;10;sell;09:28:57.792
41.025;1;buy;09:29:21.414
41.025;20;buy;09:29:33.522
41.025;1;buy;09:29:42.537
41.015;1;sell;09:30:02.647
41.015;30;sell;09:30:11.390
41.025;1;buy;09:30:20.356
41.025;100;buy;09:30:38.209
41.015;67;sell;09:30:45.635
41.01;67;sell;09:30:47.004
41.01;67;sell;09:30:48.320
41.015;10;buy;09:30:58.077
41.015;200;buy;09:31:00.303
41.01;682;sell;09:31:00.836
41.015;25;buy;09:31:06.261
41.01;18;sell;09:31:12.161
41.015;5;buy;09:31:16.770
41.01;67;sell;09:31:20.150
41.015;5;buy;09:31:22.159
41.01;5;sell;09:31:23.137
41.01;430;sell;09:31:23.936
41.01;5;buy;09:31:25.962
41.01;5;buy;09:31:30.682
41.005;72;sell;09:31:34.749
41.0;4;sell;09:31:35.069
41.01;5;buy;09:31:35.255
41.01;1000;buy;09:31:36.126
41.0;178;sell;09:31:38.383
41.0;5;buy;09:31:39.965
41.0;5;buy;09:31:43.840
41.0;5;buy;09:31:47.156
41.0;5;buy;09:31:50.583
41.0;1;buy;09:31:55.762
41.0;4;buy;09:31:56.146
40.995;1;sell;09:32:05.732
41.0;17;buy;09:32:08.586
41.0;5;buy;09:32:19.431
41.015;5;buy;09:32:22.714
41.015;5;buy;09:32:27.780
41.015;5;buy;09:32:33.137
41.015;5;buy;09:32:39.810
41.015;5;buy;09:32:42.955
41.015;5;buy;09:32:45.848
41.015;5;buy;09:32:51.618
41.015;5;buy;09:32:54.877
41.015;5;buy;09:32:58.049
41.005;1000;sell;09:32:58.328
41.015;5;buy;09:33:01.721
41.015;5;buy;09:33:05.855
41.015;5;buy;09:33:08.989
41.005;1000;sell;09:33:09.872
41.015;1;buy;09:33:26.286
41.015;2;buy;09:33:37.698
41.015;14;buy;09:33:43.163
41.015;30;buy;09:33:49.972
41.0;1;sell;09:33:55.292
41.015;1;buy;09:33:55.475
41.0;122;sell;09:33:56.573
41.01;1;buy;09:34:08.261
41.0;683;sell;09:34:21.473
41.0;19;sell;09:34:21.521
41.0;100;buy;09:34:21.575
41.0;13;buy;09:34:30.140
40.985;62;sell;09:34:39.701
40.98;23;sell;09:34:39.983
40.975;6;sell;09:34:40.629
40.98;1;buy;09:34:46.088
40.975;19;sell;09:34:48.038
40.98;1;buy;09:34:48.148
40.98;3;buy;09:34:48.457
40.975;3;sell;09:35:10.691
40.975;3;sell;09:35:10.767
40.98;80;buy;09:35:15.809
40.98;1;sell;09:35:55.106
40.98;1;sell;09:36:46.687
40.995;4;sell;09:36:54.945
41.01;71;buy;09:37:17.785
41.005;500;buy;09:37:48.931
41.005;1;buy;09:38:17.188
41.005;1;buy;09:38:23.804
41.005;1;buy;09:38:27.283
41.005;1;buy;09:38:34.656
41.0;49;sell;09:38:52.924
41.015;36;buy;09:39:13.908
41.01;1;buy;09:39:23.011
40.995;5;sell;09:39:24.501
40.99;121;sell;09:39:35.621
41.0;1;buy;09:39:41.042
40.98;121;sell;09:39:53.027
41.0;3;buy;09:39:58.132
41.0;5;buy;09:40:08.975
40.98;7;sell;09:40:10.563
40.98;7;sell;09:40:10.578
40.98;15;sell;09:40:10.581
40.995;4;buy;09:40:14.481
40.98;63;sell;09:40:15.142
40.98;121;sell;09:40:15.701
40.99;1;sell;09:40:18.636
40.98;10;sell;09:40:38.240
40.98;119;sell;09:40:38.583
40.98;21;sell;09:41:01.727
40.98;84;sell;09:41:01.734
40.975;3;sell;09:41:01.774
40.975;201;sell;09:41:01.980
40.975;27;sell;09:41:02.022
40.965;122;sell;09:41:02.081
40.965;2;buy;09:41:02.241
40.96;151;sell;09:41:03.080
40.965;5;buy;09:41:03.579
40.965;19;buy;09:41:06.871
40.955;12;sell;09:41:33.855
40.975;60;sell;09:41:47.504
40.99;1;buy;09:41:56.824
40.99;1;sell;09:43:15.866
41.0;100;buy;09:44:04.652
41.0;100;buy;09:45:05.515
41.0;5;buy;09:45:14.526
41.0;2;buy;09:45:32.485
41.0;1;buy;09:45:39.642
40.99;18;sell;09:45:41.027
41.0;1;buy;09:45:45.392
41.0;9;buy;09:45:45.483
41.0;10;buy;09:45:47.646
41.0;1;buy;09:45:50.053
40.985;1;sell;09:46:02.088
40.985;11;sell;09:46:14.113
40.99;1;buy;09:46:24.508
40.99;5;buy;09:46:25.310
40.99;1;buy;09:46:32.625
40.985;407;sell;09:46:53.032
40.99;2;buy;09:47:02.971
41.0;3;buy;09:47:05.916
41.0;23;buy;09:47:10.398
41.01;10;buy;09:47:11.064
41.015;5;buy;09:47:19.140
41.015;1;buy;09:47:28.665
41.015;150;buy;09:47:30.507
41.015;50;buy;09:47:35.096
41.015;50;buy;09:47:45.117
41.015;681;buy;09:47:45.873
41.015;683;buy;09:47:46.973
41.015;122;buy;09:47:47.081
41.015;5;buy;09:47:56.028
41.015;9;buy;09:48:18.537
41.015;30;buy;09:48:19.306
41.01;20;sell;09:48:24.619
41.015;49;buy;09:48:24.793
41.015;5;buy;09:48:35.159
41.015;1;buy;09:48:36.051
41.01;1;sell;09:48:43.264
41.015;20;buy;09:48:58.118
41.015;255;buy;09:49:32.348
41.015;5;buy;09:49:44.519
41.015;1;buy;09:49:45.272
41.015;1;buy;09:49:52.207
41.015;4;buy;09:49:55.571
41.015;1;buy;09:49:56.594
41.015;9;buy;09:50:14.971
41.015;30;buy;09:50:23.383
41.01;1;sell;09:50:31.650
41.01;3;sell;09:50:47.785
41.015;1;buy;09:50:55.395
41.01;683;sell;09:50:58.173
41.01;385;sell;09:51:09.121
41.01;113;sell;09:51:10.582
41.005;131;sell;09:51:10.782
41.005;5;sell;09:51:10.873
41.01;1;buy;09:51:14.529
41.01;28;buy;09:51:15.990
41.01;198;buy;09:51:23.794
40.995;37;sell;09:51:24.902
41.0;12;sell;09:51:53.121
41.01;1;buy;09:51:56.512
41.0;50;sell;09:52:06.965
41.01;1;buy;09:52:08.094
41.01;1;buy;09:52:28.958
41.01;10;buy;09:52:37.336
41.01;1;buy;09:52:53.291
41.0;40;sell;09:53:01.849
41.01;5;buy;09:53:02.107
41.01;1;buy;09:53:11.608
41.01;497;buy;09:53:21.047
41.015;1;buy;09:54:08.743
41.015;2;buy;09:54:22.692
41.015;1;buy;09:54:22.949
41.01;3;sell;09:54:30.342
41.015;50;buy;09:54:45.085
41.015;2;buy;09:54:45.540
41.01;12;sell;09:54:48.631
41.015;2;buy;09:54:57.703
41.015;1;buy;09:55:00.636
41.015;14;buy;09:55:03.731
41.015;1;buy;09:55:06.642
41.015;5;buy;09:55:09.771
41.015;1;buy;09:55:09.861
41.015;31;buy;09:55:14.495
41.015;105;buy;09:55:14.752
41.015;683;buy;09:55:14.772
41.015;415;buy;09:55:14.782
41.015;122;buy;09:55:14.881
41.015;14;buy;09:55:15.760
41.015;92;buy;09:55:15.765
41.015;30;buy;09:55:15.941
41.015;160;buy;09:55:16.071
41.015;1;buy;09:55:17.320
41.01;1;sell;09:55:21.109
41.015;432;buy;09:55:24.070
41.015;1;buy;09:55:39.770
41.015;31;buy;09:55:39.793
41.015;31;buy;09:55:39.842
41.015;22;buy;09:55:39.918
41.015;439;buy;09:55:39.921
41.015;22;buy;09:55:39.922
41.015;180;buy;09:55:39.933
41.015;56;buy;09:55:39.960
41.015;171;buy;09:55:39.981
41.015;180;buy;09:55:39.986
41.015;11;buy;09:55:40.019
41.015;180;buy;09:55:40.020
41.015;200;buy;09:55:40.022
41.015;31;buy;09:55:40.028
41.015;431;buy;09:55:40.036
41.015;179;buy;09:55:40.070
41.015;194;buy;09:55:40.120
41.015;29;buy;09:55:40.181
41.025;4;buy;09:55:40.182
41.03;2;buy;09:55:40.221
41.035;2;buy;09:55:40.273
41.04;25;buy;09:55:40.282
41.05;19;buy;09:55:40.523
41.055;16;buy;09:55:40.774
41.06;2;buy;09:55:41.025
41.065;3;buy;09:55:41.275
41.07;2;buy;09:55:41.526
41.075;20;buy;09:55:41.666
41.08;200;buy;09:55:41.776
41.085;5;buy;09:55:42.030
41.09;200;buy;09:55:42.282
41.095;200;buy;09:55:42.535
41.095;10;buy;09:55:42.546
41.095;20;buy;09:55:42.574
41.09;4;sell;09:55:46.398
41.09;200;sell;09:55:55.070
41.095;22;buy;09:56:00.937
41.08;179;sell;09:56:02.120
41.09;72;buy;09:56:06.808
41.075;183;sell;09:56:12.873
41.065;20;sell;09:56:17.510
41.055;150;sell;09:56:17.536
41.045;53;sell;09:56:17.603
41.045;10;sell;09:56:27.946
41.045;100;sell;09:56:31.414
41.045;100;sell;09:56:44.220
41.065;13;buy;09:56:47.252
41.055;108;sell;09:56:54.771
41.05;1;sell;09:56:55.070
41.05;13;sell;09:57:02.839
41.055;3;buy;09:57:03.094
41.05;500;sell;09:57:04.070
41.05;31;sell;09:57:04.852
41.05;266;sell;09:57:04.873
41.055;15;buy;09:57:06.073
41.055;11;buy;09:57:10.789
41.045;119;sell;09:57:33.821
41.03;43;sell;09:57:39.735
41.05;8;buy;09:57:46.737
41.05;2;buy;09:57:50.116
41.03;53;sell;09:57:54.191
41.025;65;buy;09:57:58.648
41.02;30;sell;09:58:00.572
41.02;1;buy;09:58:12.048
41.02;1;buy;09:58:13.673
41.01;65;sell;09:58:35.375
41.01;3;buy;09:58:48.638
41.01;10;buy;09:58:54.298
41.0;20;sell;09:58:56.422
41.01;10;buy;09:58:59.195
41.015;3;buy;09:59:00.111
41.02;1;buy;09:59:00.232
41.02;3;buy;09:59:03.162
41.02;2;buy;09:59:11.255
41.01;35;sell;09:59:24.556
41.02;1;buy;09:59:40.697
41.02;333;buy;09:59:48.736
41.03;209;buy;10:00:01.108
41.02;1;sell;10:00:02.836
41.02;1;sell;10:00:13.047
41.02;1;sell;10:00:16.842
41.01;1;sell;10:00:23.042
41.035;10;buy;10:00:23.668
41.015;1;sell;10:00:25.978
41.015;1;sell;10:00:27.207
41.015;1;sell;10:00:27.997
41.035;2;buy;10:00:29.943
41.015;3740;sell;10:00:32.898
40.975;6;sell;10:00:34.968
40.995;2;buy;10:00:41.753
40.995;1;buy;10:00:42.053
40.99;2;buy;10:00:44.069
40.99;2;buy;10:00:44.613
40.99;2;buy;10:00:44.976
40.99;2;buy;10:00:45.256
40.99;2;buy;10:00:45.481
40.99;1;buy;10:00:45.742
40.97;50;sell;10:00:54.286
40.98;1;buy;10:00:54.893
40.97;50;sell;10:00:56.172
40.97;901;sell;10:00:56.604
40.965;70;sell;10:00:57.071
40.97;5;buy;10:00:59.786
40.97;2;buy;10:01:01.457
40.96;298;sell;10:01:01.981
40.96;1500;sell;10:01:01.982
40.96;500;sell;10:01:02.660
40.955;12;sell;10:01:04.511
40.955;12;sell;10:01:05.542
40.955;21;sell;10:01:07.563
40.955;12;sell;10:01:08.626
40.955;12;sell;10:01:09.646
40.955;43;sell;10:01:11.182
40.95;79;sell;10:01:11.382
40.95;3200;sell;10:01:11.906
40.91;200;sell;10:01:12.045
40.925;25;buy;10:01:12.102
40.91;1;sell;10:01:12.432
40.915;50;sell;10:01:14.420
40.915;1;sell;10:01:23.467
40.915;1;sell;10:01:23.703
40.915;1;sell;10:01:23.733
40.915;1;sell;10:01:23.771
40.915;1;sell;10:01:23.791
40.915;1;sell;10:01:23.802
40.915;1;sell;10:01:23.837
40.915;1;sell;10:01:23.849
40.915;1;sell;10:01:23.874
40.915;1;sell;10:01:23.908
40.915;1;sell;10:01:23.913
40.915;1;sell;10:01:23.922
40.915;1;sell;10:01:23.957
40.915;1;sell;10:01:23.962
40.915;1;sell;10:01:23.995
40.915;1;sell;10:01:24.000
40.915;1;sell;10:01:24.025
40.915;1;sell;10:01:24.033
40.915;1;sell;10:01:24.037
40.915;1;sell;10:01:24.048
40.915;1;sell;10:01:24.112
40.915;1;sell;10:01:24.117
40.915;1;sell;10:01:24.130
40.915;1;sell;10:01:24.186
40.915;1;sell;10:01:24.226
40.915;1;sell;10:01:24.233
40.915;1;sell;10:01:24.252
40.915;1;sell;10:01:24.268
40.915;1;sell;10:01:24.279
40.915;1;sell;10:01:24.291
40.915;1;sell;10:01:24.309
40.915;1;sell;10:01:24.347
40.915;1;sell;10:01:24.371
40.915;1;sell;10:01:24.375
40.915;1;sell;10:01:24.417
40.915;1;sell;10:01:24.464
40.915;1;sell;10:01:24.468
40.915;1;sell;10:01:24.528
40.915;1;sell;10:01:24.540
40.915;1;sell;10:01:24.549
40.915;1;sell;10:01:24.553
40.915;1;sell;10:01:24.572
40.915;1;sell;10:01:24.598
40.915;1;sell;10:01:24.604
40.915;1;sell;10:01:24.735
40.915;1;sell;10:01:24.736
40.915;1;sell;10:01:24.737
40.915;1;sell;10:01:24.739
40.915;1;sell;10:01:24.740
40.915;1;sell;10:01:24.741
40.915;1;sell;10:01:24.742
40.915;1;sell;10:01:24.743
40.915;1;sell;10:01:24.744
40.915;1;sell;10:01:24.804
40.915;2;sell;10:01:24.809
40.915;1;sell;10:01:24.811
40.915;1;sell;10:01:24.812
40.915;1;sell;10:01:24.883
40.915;1;sell;10:01:24.888
40.915;1;sell;10:01:24.889
40.915;1;sell;10:01:24.892
40.915;1;sell;10:01:24.959
40.915;1;sell;10:01:24.973
40.915;1;sell;10:01:25.034
40.915;1;sell;10:01:25.065
40.915;1;sell;10:01:29.941
40.915;1;sell;10:01:29.956
40.915;1;sell;10:01:29.975
40.915;1;sell;10:01:29.994
40.915;1;sell;10:01:30.050
40.92;2;buy;10:01:30.860
40.92;1;buy;10:01:34.693
40.915;5;sell;10:01:38.826
40.92;4;buy;10:01:39.653
40.92;361;buy;10:01:40.671
40.925;3;buy;10:01:41.571
40.92;58;sell;10:01:49.537
40.92;251;sell;10:01:56.624
40.935;194;buy;10:01:57.774
40.935;500;buy;10:02:07.870
40.93;12;sell;10:02:09.763
40.95;20;buy;10:02:16.234
40.945;30;buy;10:02:27.108
40.935;5;sell;10:02:35.136
40.94;20;buy;10:02:35.215
40.94;5;buy;10:02:36.414
40.94;37;buy;10:02:44.206
40.925;71;sell;10:02:45.960
40.925;7;sell;10:02:45.967
40.935;1;buy;10:02:52.046
40.925;3;sell;10:02:53.511
40.935;24;buy;10:02:54.991
40.935;40;buy;10:02:55.442
40.925;100;sell;10:02:56.805
40.935;1;buy;10:02:58.740
40.925;30;sell;10:02:58.940
40.925;8;sell;10:02:59.314
40.93;1000;buy;10:03:00.076
40.93;50;buy;10:03:01.236
40.93;1;buy;10:03:06.093
40.925;84;sell;10:03:06.334
40.93;710;buy;10:03:06.631
40.935;47;sell;10:03:06.893
40.935;10;sell;10:03:10.632
40.935;30;sell;10:03:24.746
40.94;5;buy;10:03:27.865
40.94;52;buy;10:03:33.954
40.94;12;sell;10:03:37.998
40.945;10000;buy;10:03:40.790
40.97;2;sell;10:03:48.414
40.985;11;buy;10:03:49.811
40.985;1;buy;10:03:53.334
40.985;18;buy;10:03:55.160
40.985;2;sell;10:04:00.407
40.99;50;buy;10:04:02.755
40.99;1475;buy;10:04:03.055
41.02;300;buy;10:04:03.463
41.005;50;sell;10:04:10.906
41.005;2;sell;10:04:12.158
41.005;292;sell;10:04:16.436
40.985;100;sell;10:04:25.852
41.01;1;buy;10:04:26.209
40.985;100;sell;10:04:26.577
41.01;20;buy;10:04:27.345
40.985;1;sell;10:04:39.899
41.01;26;buy;10:04:41.160
41.01;2;buy;10:04:42.216
40.98;36;sell;10:04:57.136
40.98;100;sell;10:04:57.690
40.995;2;buy;10:04:59.494
40.995;1;buy;10:05:00.892
40.995;100;buy;10:05:04.488
40.99;1;sell;10:05:05.471
40.99;1;sell;10:05:14.471
40.995;1;buy;10:05:20.744
40.995;1;buy;10:05:21.919
40.99;285;sell;10:05:47.371
40.98;54;sell;10:05:52.053
40.97;51;sell;10:05:52.087
40.965;53;sell;10:05:53.979
40.95;54;sell;10:05:54.077
40.945;5;sell;10:05:54.110
40.94;289;sell;10:05:54.888
40.94;3;sell;10:05:56.252
40.955;4;buy;10:06:04.568
40.95;1;sell;10:06:06.660
40.97;10;buy;10:06:09.907
40.965;2;sell;10:06:12.488
40.985;1;buy;10:06:13.623
40.985;1;buy;10:06:15.177
40.995;1;buy;10:06:38.478
40.965;23;sell;10:06:40.365
40.995;1;buy;10:06:41.725
41.015;4;buy;10:06:56.605
41.015;5;sell;10:06:57.919
41.02;236;buy;10:07:04.919
41.02;10;buy;10:07:05.506
41.02;1;buy;10:07:18.532
41.02;10;buy;10:07:20.533
41.0;5;sell;10:07:20.533
41.02;1;buy;10:07:20.720
41.02;120;buy;10:07:28.797
41.02;30;buy;10:07:29.435
41.015;20;sell;10:07:38.205
41.04;10;buy;10:08:12.445
41.035;23;sell;10:08:14.259
41.035;14;sell;10:08:23.462
41.04;10;buy;10:08:28.891
41.04;500;buy;10:08:35.406
41.045;4;buy;10:08:45.548
41.045;4;buy;10:08:59.240
41.035;9;sell;10:09:02.012
41.045;2;buy;10:09:02.226
41.035;26;sell;10:09:06.656
41.035;400;sell;10:09:06.845
41.045;1;buy;10:09:08.457
41.055;300;buy;10:09:12.004
41.055;53;buy;10:09:14.196
41.055;147;buy;10:09:15.181
41.055;100;buy;10:09:17.565
41.055;10;buy;10:09:20.582
41.055;5;buy;10:09:30.398
41.055;97;buy;10:09:32.481
41.05;10;sell;10:09:36.861
41.05;1;sell;10:09:41.484
41.055;1;buy;10:09:42.072
41.055;1;buy;10:09:42.440
41.055;1;buy;10:09:44.388
41.055;4;buy;10:09:47.107
41.055;118;buy;10:09:47.223
41.055;122;buy;10:09:47.282
41.055;41;buy;10:09:47.381
41.055;196;sell;10:09:47.382
41.055;304;buy;10:09:48.023
41.06;4;buy;10:09:53.306
41.06;1;buy;10:09:53.813
41.06;59;buy;10:10:08.121
41.055;1;sell;10:10:10.033
41.06;165;buy;10:10:10.059
41.06;460;buy;10:10:10.063
41.06;415;sell;10:10:10.065
41.06;85;buy;10:10:10.065
41.06;200;sell;10:10:10.068
41.075;10;sell;10:10:16.513
41.08;1;buy;10:10:16.881
41.085;552;buy;10:10:17.106
41.095;17;sell;10:10:17.470
41.1;500;buy;10:10:17.615
41.12;2;buy;10:10:17.780
41.105;8;sell;10:10:17.783
41.11;1;sell;10:10:20.587
41.12;12;buy;10:10:22.590
41.12;477;buy;10:10:22.612
41.125;44;buy;10:10:23.598
41.125;166;buy;10:10:23.619
41.135;12;buy;10:10:23.706
41.135;100;buy;10:10:23.713
41.14;150;buy;10:10:23.881
41.145;137;buy;10:10:24.136
41.15;69;buy;10:10:24.281
41.16;124;buy;10:10:24.389
41.16;1400;buy;10:10:24.522
41.175;126;buy;10:10:24.640
41.165;121;sell;10:10:24.882
41.175;152;buy;10:10:24.891
41.175;223;buy;10:10:25.036
41.175;138;buy;10:10:25.141
41.175;126;buy;10:10:25.401
41.17;114;sell;10:10:25.682
41.17;104;sell;10:10:25.982
41.16;1;sell;10:10:26.182
41.15;3;sell;10:10:29.447
41.15;6;sell;10:10:31.403
41.15;93;sell;10:10:36.171
41.155;50;buy;10:10:38.062
41.165;10;buy;10:10:40.021
41.165;2000;buy;10:10:42.599
41.175;20;buy;10:10:44.425
41.175;27;sell;10:10:47.540
41.17;8;sell;10:10:54.736
41.16;23;sell;10:11:01.406
41.16;50;sell;10:11:01.592
41.16;27;sell;10:11:01.671
41.155;145;sell;10:11:08.461
41.16;90;buy;10:11:08.642
41.15;3;buy;10:11:27.069
41.14;40;buy;10:11:30.921
41.135;1;sell;10:11:37.522
41.155;1;buy;10:11:38.066
41.155;509;buy;10:11:39.309
41.18;80;buy;10:11:48.279
41.18;29;buy;10:11:48.378
41.18;243;buy;10:11:48.389
41.17;7;sell;10:11:49.416
41.17;99;sell;10:11:49.421
41.17;610;sell;10:11:49.436
41.14;15;sell;10:11:53.214
41.14;30;sell;10:11:54.711
41.14;3;sell;10:11:56.158
41.165;400;buy;10:11:56.658
41.14;10;sell;10:12:00.150
41.16;3;buy;10:12:14.567
41.16;10;buy;10:12:17.954
41.16;1;buy;10:12:20.346
41.15;509;sell;10:12:32.238
41.125;100;sell;10:12:33.913
41.13;5;buy;10:12:35.762
41.125;2975;sell;10:12:36.546
41.1;1;buy;10:12:38.055
41.1;1;buy;10:12:45.022
41.1;21;sell;10:12:51.487
41.12;1;buy;10:12:52.955
41.12;56;buy;10:13:03.247
41.1;200;sell;10:13:07.001
41.115;1;buy;10:13:07.690
41.11;10;buy;10:13:14.361
41.1;201;sell;10:13:17.690
41.105;1;buy;10:13:19.844
41.095;5;sell;10:13:23.719
41.105;1;buy;10:13:25.989
41.115;3;buy;10:13:35.394
41.13;1;buy;10:13:51.519
41.125;10;buy;10:13:56.533
41.13;4;buy;10:13:57.895
41.135;10;buy;10:14:07.816
41.13;666;sell;10:14:21.632
41.11;4;sell;10:14:24.767
41.12;50;buy;10:14:25.365
41.11;72;buy;10:14:36.147
41.115;2;buy;10:14:52.562
41.105;1;sell;10:14:53.752
41.105;20;sell;10:14:55.855
41.115;121;sell;10:15:03.049
41.12;40;buy;10:15:05.112
41.12;618;buy;10:15:07.136
41.12;11;buy;10:15:07.181
41.12;339;buy;10:15:07.182
41.12;1;buy;10:15:09.984
41.12;60;buy;10:15:09.994
41.12;681;buy;10:15:10.170
41.12;22;buy;10:15:10.256
41.12;5;buy;10:15:10.336
41.12;22;buy;10:15:10.337
41.12;201;buy;10:15:10.363
41.12;404;buy;10:15:10.390
41.12;736;buy;10:15:10.406
41.12;10;buy;10:15:10.418
41.115;797;sell;10:15:10.446
41.12;180;buy;10:15:10.463
41.12;1;buy;10:15:10.472
41.12;7;buy;10:15:10.483
41.12;25;buy;10:15:10.487
41.12;2;buy;10:15:10.505
41.12;44;buy;10:15:10.518
41.12;3;buy;10:15:10.544
41.12;1;buy;10:15:10.570
41.12;6;buy;10:15:10.571
41.12;89;buy;10:15:10.581
41.12;850;buy;10:15:10.584
41.12;24;buy;10:15:10.600
41.12;2;buy;10:15:10.647
41.12;32;buy;10:15:10.929
41.12;94;buy;10:15:10.941
41.12;73;buy;10:15:10.954
41.12;11;buy;10:15:10.965
41.12;6;buy;10:15:10.985
41.12;5;buy;10:15:11.035
41.12;2;buy;10:15:11.041
41.12;243;buy;10:15:11.043
41.12;53;buy;10:15:11.470
41.12;3;buy;10:15:11.474
41.12;45;buy;10:15:11.486
41.12;11;buy;10:15:11.534
41.12;36;buy;10:15:11.737
41.12;184;buy;10:15:11.739
41.12;37;buy;10:15:11.837
41.12;195;buy;10:15:11.872
41.12;217;buy;10:15:11.937
41.12;38;buy;10:15:12.041
41.12;11;buy;10:15:12.924
41.12;22;buy;10:15:13.102
41.12;2;buy;10:15:13.157
41.12;127;buy;10:15:13.266
41.12;115;buy;10:15:13.526
41.12;30;buy;10:15:13.537
41.12;104;buy;10:15:13.780
41.12;2;buy;10:15:13.950
41.12;3;buy;10:15:14.031
41.12;214;buy;10:15:14.071
41.12;1;buy;10:15:15.237
41.12;34;buy;10:15:15.433
41.12;95;buy;10:15:19.395
41.115;89;sell;10:15:23.412
41.12;40;buy;10:15:28.692
41.12;9;buy;10:15:29.806
41.12;250;buy;10:15:31.575
41.115;123;sell;10:15:34.012
41.12;3;buy;10:15:38.506
41.12;220;buy;10:15:39.411
41.12;1;buy;10:15:39.680
41.12;10;buy;10:15:41.183
41.12;25;buy;10:15:42.643
41.12;11;buy;10:15:43.178
41.12;4;buy;10:15:43.346
41.12;27;buy;10:15:45.894
41.12;2;buy;10:15:46.484
41.12;17;buy;10:15:46.902
41.12;1;buy;10:15:47.543
41.12;1;buy;10:15:48.623
41.12;1;buy;10:15:49.963
41.115;18;sell;10:15:57.682
41.115;12;buy;10:15:58.185
41.105;137;sell;10:15:59.782
41.105;4;buy;10:16:03.584
41.11;133;sell;10:16:07.023
41.105;134;sell;10:16:07.082
41.1;151;sell;10:16:07.723
41.1;12;sell;10:16:10.523
41.095;142;sell;10:16:12.523
41.095;15;sell;10:16:12.582
41.09;2;sell;10:16:13.782
41.1;70;buy;10:16:15.431
41.09;2;buy;10:16:17.083
41.09;18;buy;10:16:18.311
41.09;1;buy;10:16:22.980
41.085;223;sell;10:16:30.826
41.09;1;buy;10:16:32.543
41.095;1000;buy;10:16:33.190
41.105;8;buy;10:16:37.845
41.105;1216;buy;10:16:39.286
41.12;1216;buy;10:16:45.372
41.115;1;buy;10:16:45.737
41.12;5;buy;10:16:46.484
41.115;100;buy;10:16:51.638
41.12;1216;buy;10:16:53.477
41.12;1216;buy;10:16:57.206
41.11;58;sell;10:16:58.920
41.1;344;sell;10:16:58.938
41.1;57;sell;10:16:58.970
41.09;38;sell;10:16:59.019
41.085;200;buy;10:16:59.029
41.095;169;buy;10:16:59.693
41.1;2;buy;10:17:04.400
41.095;105;sell;10:17:04.564
41.09;552;sell;10:17:05.221
41.08;1;buy;10:17:14.806
41.08;8;buy;10:17:20.003
41.08;1000;buy;10:17:21.647
41.075;16;sell;10:17:22.858
41.075;33;sell;10:17:26.462
41.075;46;sell;10:17:26.468
41.075;46;sell;10:17:26.473
41.075;46;sell;10:17:26.479
41.075;46;sell;10:17:26.484
41.075;46;sell;10:17:26.489
41.07;24;sell;10:17:31.466
41.07;800;buy;10:17:34.241
41.08;200;buy;10:17:34.567
41.07;21;sell;10:17:35.196
41.07;200;buy;10:17:37.410
41.07;245;sell;10:17:42.534
41.06;22;sell;10:17:47.821
41.055;179;sell;10:17:48.449
41.055;214;sell;10:17:49.071
41.055;7;sell;10:17:51.732
41.065;25;buy;10:17:54.063
41.06;223;sell;10:17:54.221
41.06;57;sell;10:17:54.378
41.065;7;buy;10:17:54.500
41.06;1;buy;10:18:02.803
41.06;1;buy;10:18:03.548
41.06;100;buy;10:18:07.670
41.055;1500;sell;10:18:13.608
41.055;21;sell;10:18:14.982
41.055;11;sell;10:18:17.522
41.055;16;sell;10:18:17.682
41.055;11;sell;10:18:17.846
41.055;179;sell;10:18:18.102
41.05;366;sell;10:18:18.182
41.05;22;sell;10:18:18.815
41.045;51;sell;10:18:18.860
41.04;122;sell;10:18:19.481
41.04;360;sell;10:18:19.490
41.04;111;sell;10:18:19.491
41.025;202;sell;10:18:19.494
41.025;23;sell;10:18:22.704
41.02;67;sell;10:18:23.524
41.025;5000;buy;10:18:25.352
41.04;8;sell;10:18:26.306
41.05;1;sell;10:18:30.923
41.065;225;buy;10:18:39.319
41.07;134;buy;10:18:42.797
41.08;192;buy;10:18:43.048
41.075;1;sell;10:18:43.178
41.08;133;buy;10:18:43.298
41.08;59;buy;10:18:43.299
41.08;192;buy;10:18:43.549
41.08;192;buy;10:18:43.800
41.08;750;buy;10:18:43.969
41.08;192;buy;10:18:44.050
41.08;192;buy;10:18:44.301
41.08;1;buy;10:18:45.572
41.08;1;buy;10:18:45.674
41.08;1;buy;10:18:45.736
41.08;20;buy;10:18:46.559
41.08;122;buy;10:18:48.181
41.08;24;buy;10:18:48.837
41.08;20;buy;10:18:49.834
41.08;85;buy;10:18:50.070
41.08;2;buy;10:18:50.073
41.08;206;buy;10:18:51.070
41.08;208;buy;10:18:52.070
41.08;20;buy;10:18:52.813
41.08;100;buy;10:18:53.071
41.115;64;buy;10:18:53.372
41.12;322;buy;10:18:54.070
41.12;223;buy;10:18:54.123
41.13;215;buy;10:18:54.423
41.145;33;buy;10:18:54.972
41.15;294;buy;10:18:55.070
41.15;170;buy;10:18:55.082
41.15;2;buy;10:18:55.182
41.15;1000;buy;10:18:55.476
41.15;170;buy;10:18:55.882
41.15;60;buy;10:18:58.788
41.15;1216;buy;10:18:59.435
41.15;10;buy;10:19:00.700
41.15;2;buy;10:19:02.415
41.15;21;buy;10:19:02.570
